01_10_coderAR_audio_checkSM.csv,*MAN,alligator,r,y,TOY,35883600_35884600,alligator,gator,,,,
02_10_coderJH_audio_checkAS.csv,*FAN,eye,d,y,MOT,32678290_32680650,eye,i,,,,
